source,target,relation,weight
dampak kerusakan sumber daya,pelestarian sumber daya udara,peer,1
dampak kerusakan sumber daya,pelestarian sumber daya air,peer,1
dampak kerusakan sumber daya,pelestarian sumber daya tanah,peer,1
q_4c8aa8a9cf,menganalisis,requires_method,1
definisi pelestarian lingkungan hidup,pelestarian sumber daya udara,prerequisite,1
definisi pelestarian lingkungan hidup,pelestarian sumber daya air,prerequisite,1
definisi pelestarian lingkungan hidup,pelestarian sumber daya tanah,prerequisite,1
definisi pelestarian lingkungan hidup,dampak kerusakan sumber daya,prerequisite,1
industrialisasi dan sejarah,hubungan mesin uap dan perubahan struktur,has_subtopic,1
hubungan mesin uap dan perubahan struktur,penemuan mesin uap,has_concept,1
hubungan mesin uap dan perubahan struktur,revolusi industri 1.0,has_concept,1
hubungan mesin uap dan perubahan struktur,perubahan struktur masyarakat (agraris ke industri),has_concept,1
hubungan mesin uap dan perubahan struktur,sebab-akibat,has_concept,1
penemuan mesin uap,q_74cb2b07ac,has_question,1
penemuan mesin uap,revolusi industri tahap selanjutnya,successor,1
penemuan mesin uap,dampak sosial dan ekonomi industrialisasi,successor,1
penemuan mesin uap,revolusi industri 1.0,peer,1
penemuan mesin uap,perubahan struktur masyarakat (agraris ke industri),peer,1
penemuan mesin uap,sebab-akibat,peer,1
perubahan struktur masyarakat (agraris ke industri),q_74cb2b07ac,has_question,1
perubahan struktur masyarakat (agraris ke industri),revolusi industri tahap selanjutnya,successor,1
perubahan struktur masyarakat (agraris ke industri),dampak sosial dan ekonomi industrialisasi,successor,1
perubahan struktur masyarakat (agraris ke industri),penemuan mesin uap,peer,1
perubahan struktur masyarakat (agraris ke industri),revolusi industri 1.0,peer,1
perubahan struktur masyarakat (agraris ke industri),sebab-akibat,peer,1
q_74cb2b07ac,menganalisis,requires_method,1
tahapan pembentukan dan kebijakan publik,tahapan proses terbentuknya masalah sosial,has_concept,1
tahapan pembentukan dan kebijakan publik,keberhasilan klaim menjadi kebijakan publik,has_concept,1
tahapan proses terbentuknya masalah sosial,q_f2378dcff7,has_question,1
tahapan proses terbentuknya masalah sosial,analisis kebijakan publik,successor,1
tahapan proses terbentuknya masalah sosial,keberhasilan klaim menjadi kebijakan publik,peer,1
keberhasilan klaim menjadi kebijakan publik,q_f2378dcff7,has_question,1
keberhasilan klaim menjadi kebijakan publik,analisis kebijakan publik,successor,1
keberhasilan klaim menjadi kebijakan publik,tahapan proses terbentuknya masalah sosial,peer,1
q_f2378dcff7,menganalisis,requires_method,1
proses terbentuknya masalah sosial,tahapan proses terbentuknya masalah sosial,prerequisite,1
proses terbentuknya masalah sosial,keberhasilan klaim menjadi kebijakan publik,prerequisite,1
kerja sama dalam perang dingin,kerja sama internasional,has_concept,1
kerja sama dalam perang dingin,perang dingin,has_concept,1
kerja sama dalam perang dingin,persaingan antar blok,has_concept,1
kerja sama dalam perang dingin,paradigma realisme,has_concept,1
persaingan antar blok,q_ffc09f09f7,has_question,1
persaingan antar blok,teori hubungan internasional lainnya,successor,1
persaingan antar blok,analisis kebijakan luar negeri,successor,1
persaingan antar blok,kerja sama internasional,peer,1
persaingan antar blok,perang dingin,peer,1
persaingan antar blok,paradigma realisme,peer,1
paradigma realisme,q_ffc09f09f7,has_question,1
paradigma realisme,teori hubungan internasional lainnya,successor,1
paradigma realisme,analisis kebijakan luar negeri,successor,1
paradigma realisme,kerja sama internasional,peer,1
paradigma realisme,perang dingin,peer,1
paradigma realisme,persaingan antar blok,peer,1
q_ffc09f09f7,menganalisis,requires_method,1
migrasi,q_ac128cc135,has_question,1
migrasi,analisis kebijakan demografi,successor,1
migrasi,studi kasus sensus penduduk,successor,1
migrasi,natalitas,peer,1
migrasi,mortalitas,peer,1
migrasi,kebijakan pemerintah,peer,1
migrasi,q_9e35874b33,has_question,1
migrasi,analisis kebijakan pembangunan wilayah,successor,1
migrasi,kepadatan penduduk,peer,1
migrasi,transmigrasi digital,peer,1
q_ac128cc135,menganalisis,requires_method,1
faktor-faktor perubahan penduduk,natalitas,prerequisite,1
faktor-faktor perubahan penduduk,mortalitas,prerequisite,1
faktor-faktor perubahan penduduk,migrasi,prerequisite,1
faktor-faktor perubahan penduduk,kebijakan pemerintah,prerequisite,1
faktor-faktor perubahan penduduk,"dinamika penduduk (kelahiran, kematian, migrasi)",prerequisite,1
faktor-faktor perubahan penduduk,kepadatan penduduk pulau jawa,prerequisite,1
faktor-faktor perubahan penduduk,program transmigrasi,prerequisite,1
faktor-faktor perubahan penduduk,relevansi program,prerequisite,1
evolusi uang,faktor perubahan sistem pertukaran,has_subtopic,1
faktor perubahan sistem pertukaran,sistem barter,has_concept,1
faktor perubahan sistem pertukaran,kelemahan barter (kesulitan nilai tukar),has_concept,1
faktor perubahan sistem pertukaran,kebutuhan kepemilikan individu,has_concept,1
faktor perubahan sistem pertukaran,evolusi ke uang kertas,has_concept,1
kelemahan barter (kesulitan nilai tukar),q_518fba2628,has_question,1
kelemahan barter (kesulitan nilai tukar),fungsi uang,successor,1
kelemahan barter (kesulitan nilai tukar),jenis-jenis uang,successor,1
kelemahan barter (kesulitan nilai tukar),sistem barter,peer,1
kelemahan barter (kesulitan nilai tukar),kebutuhan kepemilikan individu,peer,1
kelemahan barter (kesulitan nilai tukar),evolusi ke uang kertas,peer,1
kebutuhan kepemilikan individu,q_518fba2628,has_question,1
kebutuhan kepemilikan individu,fungsi uang,successor,1
kebutuhan kepemilikan individu,jenis-jenis uang,successor,1
kebutuhan kepemilikan individu,sistem barter,peer,1
kebutuhan kepemilikan individu,kelemahan barter (kesulitan nilai tukar),peer,1
kebutuhan kepemilikan individu,evolusi ke uang kertas,peer,1
evolusi ke uang kertas,q_518fba2628,has_question,1
evolusi ke uang kertas,fungsi uang,successor,1
evolusi ke uang kertas,jenis-jenis uang,successor,1
evolusi ke uang kertas,sistem barter,peer,1
evolusi ke uang kertas,kelemahan barter (kesulitan nilai tukar),peer,1
evolusi ke uang kertas,kebutuhan kepemilikan individu,peer,1
q_518fba2628,menganalisis,requires_method,1
masa pra-uang,sistem barter,prerequisite,1
masa pra-uang,kelemahan barter (kesulitan nilai tukar),prerequisite,1
masa pra-uang,kebutuhan kepemilikan individu,prerequisite,1
masa pra-uang,evolusi ke uang kertas,prerequisite,1
taktik perang dalam kemerdekaan,taktik bumi hangus,has_concept,1
taktik perang dalam kemerdekaan,keuntungan taktik,has_concept,1
taktik perang dalam kemerdekaan,kerugian taktik,has_concept,1
taktik bumi hangus,q_7ba6aff59e,has_question,1
taktik bumi hangus,strategi perjuangan indonesia selanjutnya,successor,1
taktik bumi hangus,keuntungan taktik,peer,1
taktik bumi hangus,kerugian taktik,peer,1
keuntungan taktik,q_7ba6aff59e,has_question,1
keuntungan taktik,strategi perjuangan indonesia selanjutnya,successor,1
keuntungan taktik,taktik bumi hangus,peer,1
keuntungan taktik,kerugian taktik,peer,1
kerugian taktik,q_7ba6aff59e,has_question,1
kerugian taktik,strategi perjuangan indonesia selanjutnya,successor,1
kerugian taktik,taktik bumi hangus,peer,1
kerugian taktik,keuntungan taktik,peer,1
q_7ba6aff59e,menganalisis,requires_method,1
latar belakang peristiwa proklamasi dan kedatangan sekutu/nica,taktik bumi hangus,prerequisite,1
latar belakang peristiwa proklamasi dan kedatangan sekutu/nica,keuntungan taktik,prerequisite,1
latar belakang peristiwa proklamasi dan kedatangan sekutu/nica,kerugian taktik,prerequisite,1
perbedaan status sosial,status sosial,has_concept,1
perbedaan status sosial,status anak bangsawan,has_concept,1
perbedaan status sosial,status dokter,has_concept,1
status anak bangsawan,q_813b9673ee,has_question,1
status anak bangsawan,peran sosial,successor,1
status anak bangsawan,stratifikasi sosial,successor,1
status anak bangsawan,status sosial,peer,1
status anak bangsawan,status dokter,peer,1
status dokter,q_813b9673ee,has_question,1
status dokter,peran sosial,successor,1
status dokter,stratifikasi sosial,successor,1
status dokter,status sosial,peer,1
status dokter,status anak bangsawan,peer,1
q_813b9673ee,menganalisis,requires_method,1
faktor penghambat proyeksi ekonomi,kesejahteraan ekonomi,has_concept,1
faktor penghambat proyeksi ekonomi,kolaborasi pembangunan,has_concept,1
faktor penghambat proyeksi ekonomi,partisipasi masyarakat,has_concept,1
faktor penghambat proyeksi ekonomi,keberagaman lokal,has_concept,1
kolaborasi pembangunan,q_eb9ec42930,has_question,1
kolaborasi pembangunan,evaluasi kebijakan pembangunan,successor,1
kolaborasi pembangunan,model pembangunan berbasis komunitas,successor,1
kolaborasi pembangunan,kesejahteraan ekonomi,peer,1
kolaborasi pembangunan,partisipasi masyarakat,peer,1
kolaborasi pembangunan,keberagaman lokal,peer,1
keberagaman lokal,q_eb9ec42930,has_question,1
keberagaman lokal,evaluasi kebijakan pembangunan,successor,1
keberagaman lokal,model pembangunan berbasis komunitas,successor,1
keberagaman lokal,kesejahteraan ekonomi,peer,1
keberagaman lokal,kolaborasi pembangunan,peer,1
keberagaman lokal,partisipasi masyarakat,peer,1
q_eb9ec42930,menganalisis,requires_method,1
nasionalisme dan ekonomi,peran produk dalam penguatan nasionalisme,has_subtopic,1
peran produk dalam penguatan nasionalisme,nasionalisme,has_concept,1
peran produk dalam penguatan nasionalisme,struktur ekonomi,has_concept,1
peran produk dalam penguatan nasionalisme,produk buatan indonesia,has_concept,1
struktur ekonomi,q_fdf22c3619,has_question,1
struktur ekonomi,upaya strategis mengatasi masalah sosial,successor,1
struktur ekonomi,peran budaya dalam pembangunan bangsa,successor,1
struktur ekonomi,nasionalisme,peer,1
struktur ekonomi,produk buatan indonesia,peer,1
produk buatan indonesia,q_fdf22c3619,has_question,1
produk buatan indonesia,upaya strategis mengatasi masalah sosial,successor,1
produk buatan indonesia,peran budaya dalam pembangunan bangsa,successor,1
produk buatan indonesia,nasionalisme,peer,1
produk buatan indonesia,struktur ekonomi,peer,1
q_fdf22c3619,menganalisis,requires_method,1
pengertian nasionalisme,nasionalisme,prerequisite,1
pengertian nasionalisme,struktur ekonomi,prerequisite,1
pengertian nasionalisme,produk buatan indonesia,prerequisite,1
pengertian nasionalisme,definisi nasionalisme,prerequisite,1
pengertian nasionalisme,perang suci,prerequisite,1
pengertian nasionalisme,pembaharuan islam,prerequisite,1
pengertian nasionalisme,reaksi terhadap kolonialisme,prerequisite,1
konsep struktur ekonomi,nasionalisme,prerequisite,1
konsep struktur ekonomi,struktur ekonomi,prerequisite,1
konsep struktur ekonomi,produk buatan indonesia,prerequisite,1
jumlah uang beredar (m),q_dcd76e9efe,has_question,1
jumlah uang beredar (m),kebijakan moneter,successor,1
jumlah uang beredar (m),model kuantitas uang,successor,1
jumlah uang beredar (m),tingkat harga (p),peer,1
jumlah uang beredar (m),volume uang (v),peer,1
jumlah uang beredar (m),tingkat pertukaran (t),peer,1
tingkat harga (p),q_dcd76e9efe,has_question,1
tingkat harga (p),kebijakan moneter,successor,1
tingkat harga (p),model kuantitas uang,successor,1
tingkat harga (p),jumlah uang beredar (m),peer,1
tingkat harga (p),volume uang (v),peer,1
tingkat harga (p),tingkat pertukaran (t),peer,1
volume uang (v),q_dcd76e9efe,has_question,1
volume uang (v),kebijakan moneter,successor,1
volume uang (v),model kuantitas uang,successor,1
volume uang (v),jumlah uang beredar (m),peer,1
volume uang (v),tingkat harga (p),peer,1
volume uang (v),tingkat pertukaran (t),peer,1
tingkat pertukaran (t),q_dcd76e9efe,has_question,1
tingkat pertukaran (t),kebijakan moneter,successor,1
tingkat pertukaran (t),model kuantitas uang,successor,1
tingkat pertukaran (t),jumlah uang beredar (m),peer,1
tingkat pertukaran (t),tingkat harga (p),peer,1
tingkat pertukaran (t),volume uang (v),peer,1
q_dcd76e9efe,menganalisis,requires_method,1
konsep permintaan uang,jumlah uang beredar (m),prerequisite,1
konsep permintaan uang,tingkat harga (p),prerequisite,1
konsep permintaan uang,volume uang (v),prerequisite,1
konsep permintaan uang,tingkat pertukaran (t),prerequisite,1
konsep permintaan uang,uang (definisi),prerequisite,1
konsep permintaan uang,permintaan uang,prerequisite,1
konsep permintaan uang,"penawaran uang (m1, m2)",prerequisite,1
konsep permintaan uang,kebijakan bank sentral,prerequisite,1
perubahan fungsi kawasan hutan,"klasifikasi sda (jenis, sifat, potensi)",has_concept,1
perubahan fungsi kawasan hutan,sda nonhayati dan hayati,has_concept,1
perubahan fungsi kawasan hutan,dampak perubahan fungsi hutan (positif dan negatif),has_concept,1
"klasifikasi sda (jenis, sifat, potensi)",q_66ec8318c6,has_question,1
"klasifikasi sda (jenis, sifat, potensi)",pengelolaan sumber daya alam,successor,1
"klasifikasi sda (jenis, sifat, potensi)",konservasi lingkungan,successor,1
"klasifikasi sda (jenis, sifat, potensi)",sda nonhayati dan hayati,peer,2
"klasifikasi sda (jenis, sifat, potensi)",dampak perubahan fungsi hutan (positif dan negatif),peer,1
"klasifikasi sda (jenis, sifat, potensi)",q_06de977987,has_question,1
"klasifikasi sda (jenis, sifat, potensi)",perencanaan pembangunan berkelanjutan,successor,1
"klasifikasi sda (jenis, sifat, potensi)",konsep hutan agro-konservasi,peer,1
"klasifikasi sda (jenis, sifat, potensi)",fungsi produksi dan konservasi,peer,1
"klasifikasi sda (jenis, sifat, potensi)",q_4115f94e98,has_question,1
"klasifikasi sda (jenis, sifat, potensi)",rencana pengembangan lingkungan,successor,1
"klasifikasi sda (jenis, sifat, potensi)",ekologi lanskap,successor,1
"klasifikasi sda (jenis, sifat, potensi)",transformasi lahan bekas tambang,peer,1
"klasifikasi sda (jenis, sifat, potensi)",penciptaan sda ruang dan hayati baru,peer,1
sda nonhayati dan hayati,q_66ec8318c6,has_question,1
sda nonhayati dan hayati,pengelolaan sumber daya alam,successor,1
sda nonhayati dan hayati,konservasi lingkungan,successor,1
sda nonhayati dan hayati,"klasifikasi sda (jenis, sifat, potensi)",peer,2
sda nonhayati dan hayati,dampak perubahan fungsi hutan (positif dan negatif),peer,1
sda nonhayati dan hayati,q_06de977987,has_question,1
sda nonhayati dan hayati,perencanaan pembangunan berkelanjutan,successor,1
sda nonhayati dan hayati,konsep hutan agro-konservasi,peer,1
sda nonhayati dan hayati,fungsi produksi dan konservasi,peer,1
dampak perubahan fungsi hutan (positif dan negatif),q_66ec8318c6,has_question,1
dampak perubahan fungsi hutan (positif dan negatif),pengelolaan sumber daya alam,successor,1
dampak perubahan fungsi hutan (positif dan negatif),konservasi lingkungan,successor,1
dampak perubahan fungsi hutan (positif dan negatif),"klasifikasi sda (jenis, sifat, potensi)",peer,1
dampak perubahan fungsi hutan (positif dan negatif),sda nonhayati dan hayati,peer,1
q_66ec8318c6,menganalisis,requires_method,1
fungsi hutan lindung dan potensi kesejahteraan,fungsi hutan lindung (mengatur tata air dan mencegah erosi),has_concept,1
fungsi hutan lindung dan potensi kesejahteraan,potensi kesejahteraan manusia di daerah hilir sungai,has_concept,1
fungsi hutan lindung (mengatur tata air dan mencegah erosi),q_d5e81ddad4,has_question,1
fungsi hutan lindung (mengatur tata air dan mencegah erosi),pengelolaan sumber daya alam,successor,1
fungsi hutan lindung (mengatur tata air dan mencegah erosi),dampak lingkungan,successor,1
fungsi hutan lindung (mengatur tata air dan mencegah erosi),potensi kesejahteraan manusia di daerah hilir sungai,peer,1
potensi kesejahteraan manusia di daerah hilir sungai,q_d5e81ddad4,has_question,1
potensi kesejahteraan manusia di daerah hilir sungai,pengelolaan sumber daya alam,successor,1
potensi kesejahteraan manusia di daerah hilir sungai,dampak lingkungan,successor,1
potensi kesejahteraan manusia di daerah hilir sungai,fungsi hutan lindung (mengatur tata air dan mencegah erosi),peer,1
q_d5e81ddad4,menganalisis,requires_method,1
klasifikasi sumber daya alam (jenis dan sifat),fungsi hutan lindung (mengatur tata air dan mencegah erosi),prerequisite,1
klasifikasi sumber daya alam (jenis dan sifat),potensi kesejahteraan manusia di daerah hilir sungai,prerequisite,1
perbedaan dana pensiun,dana pensiun pemberi kerja (dppk),has_concept,1
perbedaan dana pensiun,dana pensiun lembaga keuangan (dplk),has_concept,1
dana pensiun pemberi kerja (dppk),q_486a275250,has_question,1
dana pensiun pemberi kerja (dppk),regulasi dana pensiun,successor,2
dana pensiun pemberi kerja (dppk),dana pensiun lembaga keuangan (dplk),peer,2
