source,target,relation,weight
tahapan model joel best,model joel best,prerequisite,1
tahapan model joel best,pengajuan klaim,prerequisite,1
tahapan model joel best,reaksi publik,prerequisite,1
sistem keuangan,kebijakan moneter dan bank,has_subtopic,1
kebijakan moneter dan bank,pengendalian jumlah uang beredar,has_concept,1
kebijakan moneter dan bank,inflasi,has_concept,1
kebijakan moneter dan bank,bank sentral,has_concept,1
pengendalian jumlah uang beredar,q_c22c300652,has_question,1
pengendalian jumlah uang beredar,instrumen kebijakan moneter,successor,1
pengendalian jumlah uang beredar,inflasi,peer,1
pengendalian jumlah uang beredar,bank sentral,peer,1
q_c22c300652,menerapkan kebijakan,requires_method,1
konsep inflasi,pengendalian jumlah uang beredar,prerequisite,1
konsep inflasi,inflasi,prerequisite,1
konsep inflasi,bank sentral,prerequisite,1
instrumen kebijakan moneter,kebijakan moneter,has_concept,3
instrumen kebijakan moneter,instrumen kebijakan moneter,has_concept,1
instrumen kebijakan moneter,pengurangan jumlah uang beredar,has_concept,2
instrumen kebijakan moneter,q_2d2fb573a9,has_question,1
instrumen kebijakan moneter,analisis efektivitas kebijakan moneter,successor,1
instrumen kebijakan moneter,hiperinflasi,has_concept,1
instrumen kebijakan moneter,kebijakan kontraktif,has_concept,1
instrumen kebijakan moneter,instrumen moneter,has_concept,1
perjanjian internasional,q_05d678426a,has_question,1
perjanjian internasional,analisis dampak kerja sama internasional,successor,1
perjanjian internasional,kerja sama bilateral,peer,1
perjanjian internasional,kerja sama regional,peer,1
perjanjian internasional,kerja sama multilateral,peer,1
q_05d678426a,menerapkan,requires_method,1
sejarah perang dunia,dampak strategi militer sekutu,has_subtopic,1
sejarah perang dunia,titik balik dan keputusan strategis perang,has_subtopic,1
dampak strategi militer sekutu,blokade laut,has_concept,1
dampak strategi militer sekutu,dampak perang terhadap sipil,has_concept,1
dampak strategi militer sekutu,strategi sekutu,has_concept,1
blokade laut,q_d98761a399,has_question,1
blokade laut,analisis dampak ekonomi pasca-perang,successor,1
blokade laut,dampak perang terhadap sipil,peer,1
blokade laut,strategi sekutu,peer,1
dampak perang terhadap sipil,q_d98761a399,has_question,1
dampak perang terhadap sipil,analisis dampak ekonomi pasca-perang,successor,1
dampak perang terhadap sipil,blokade laut,peer,1
dampak perang terhadap sipil,strategi sekutu,peer,1
strategi sekutu,q_d98761a399,has_question,1
strategi sekutu,analisis dampak ekonomi pasca-perang,successor,1
strategi sekutu,blokade laut,peer,1
strategi sekutu,dampak perang terhadap sipil,peer,1
q_d98761a399,menerapkan,requires_method,1
pemahaman tentang blokade laut,blokade laut,prerequisite,1
pemahaman tentang blokade laut,dampak perang terhadap sipil,prerequisite,1
pemahaman tentang blokade laut,strategi sekutu,prerequisite,1
pengetahuan tentang kondisi sosial saat perang,blokade laut,prerequisite,1
pengetahuan tentang kondisi sosial saat perang,dampak perang terhadap sipil,prerequisite,1
pengetahuan tentang kondisi sosial saat perang,strategi sekutu,prerequisite,1
prinsip pemanfaatan sda,pemanfaatan sda,has_concept,1
prinsip pemanfaatan sda,kelestarian sda,has_concept,1
prinsip pemanfaatan sda,sumber daya alam terbarukan,has_concept,1
pemanfaatan sda,q_e8408e340f,has_question,1
pemanfaatan sda,dampak pemanfaatan sda,successor,1
pemanfaatan sda,kelestarian sda,peer,1
pemanfaatan sda,sumber daya alam terbarukan,peer,1
kelestarian sda,q_e8408e340f,has_question,1
kelestarian sda,dampak pemanfaatan sda,successor,1
kelestarian sda,pemanfaatan sda,peer,1
kelestarian sda,sumber daya alam terbarukan,peer,1
sumber daya alam terbarukan,q_e8408e340f,has_question,1
sumber daya alam terbarukan,dampak pemanfaatan sda,successor,1
sumber daya alam terbarukan,pemanfaatan sda,peer,1
sumber daya alam terbarukan,kelestarian sda,peer,1
q_e8408e340f,menerapkan prinsip,requires_method,1
jenis sumber daya alam,pemanfaatan sda,prerequisite,1
jenis sumber daya alam,kelestarian sda,prerequisite,1
jenis sumber daya alam,sumber daya alam terbarukan,prerequisite,1
keimin bunka shidoso,q_004e6aa7a7,has_question,1
keimin bunka shidoso,pergerakan kemerdekaan indonesia,successor,1
keimin bunka shidoso,nasionalisme terselubung,peer,1
keimin bunka shidoso,perlawanan budaya,peer,1
nasionalisme terselubung,q_004e6aa7a7,has_question,1
nasionalisme terselubung,pergerakan kemerdekaan indonesia,successor,1
nasionalisme terselubung,keimin bunka shidoso,peer,1
nasionalisme terselubung,perlawanan budaya,peer,1
nasionalisme terselubung,q_61f72d0a34,has_question,1
nasionalisme terselubung,perjuangan kemerdekaan indonesia,successor,1
nasionalisme terselubung,indoktrinasi jepang,peer,1
nasionalisme terselubung,kurikulum sejarah lokal,peer,1
perlawanan budaya,q_004e6aa7a7,has_question,1
perlawanan budaya,pergerakan kemerdekaan indonesia,successor,1
perlawanan budaya,keimin bunka shidoso,peer,1
perlawanan budaya,nasionalisme terselubung,peer,1
q_004e6aa7a7,menerapkan strategi penyisipan pesan,requires_method,1
pemahaman kebijakan jepang,keimin bunka shidoso,prerequisite,1
pemahaman kebijakan jepang,nasionalisme terselubung,prerequisite,1
pemahaman kebijakan jepang,perlawanan budaya,prerequisite,1
jaminan kesehatan dan redistribusi pendapatan,kecelakaan kerja,has_concept,1
jaminan kesehatan dan redistribusi pendapatan,perawatan medis,has_concept,1
jaminan kesehatan dan redistribusi pendapatan,program redistribusi pendapatan,has_concept,1
jaminan kesehatan dan redistribusi pendapatan,bpjs,has_concept,1
kecelakaan kerja,q_bdca2dd2e5,has_question,1
kecelakaan kerja,analisis kebijakan kesehatan publik,successor,1
kecelakaan kerja,perawatan medis,peer,1
kecelakaan kerja,program redistribusi pendapatan,peer,1
kecelakaan kerja,bpjs,peer,1
perawatan medis,q_bdca2dd2e5,has_question,1
perawatan medis,analisis kebijakan kesehatan publik,successor,1
perawatan medis,kecelakaan kerja,peer,1
perawatan medis,program redistribusi pendapatan,peer,1
perawatan medis,bpjs,peer,1
program redistribusi pendapatan,q_bdca2dd2e5,has_question,1
program redistribusi pendapatan,analisis kebijakan kesehatan publik,successor,1
program redistribusi pendapatan,kecelakaan kerja,peer,1
program redistribusi pendapatan,perawatan medis,peer,1
program redistribusi pendapatan,bpjs,peer,1
bpjs,q_bdca2dd2e5,has_question,1
bpjs,analisis kebijakan kesehatan publik,successor,1
bpjs,kecelakaan kerja,peer,1
bpjs,perawatan medis,peer,1
bpjs,program redistribusi pendapatan,peer,1
q_bdca2dd2e5,menerapkan,requires_method,1
konsep dasar jaminan sosial,kecelakaan kerja,prerequisite,1
konsep dasar jaminan sosial,perawatan medis,prerequisite,1
konsep dasar jaminan sosial,program redistribusi pendapatan,prerequisite,1
konsep dasar jaminan sosial,bpjs,prerequisite,1
dinamika kekuatan global,q_4f0475c1c9,has_question,1
dinamika kekuatan global,dampak globalisasi kontemporer,successor,1
dinamika kekuatan global,kolonialisme,peer,1
dinamika kekuatan global,eksploitasi sumber daya,peer,1
eksploitasi sumber daya,q_4f0475c1c9,has_question,1
eksploitasi sumber daya,dampak globalisasi kontemporer,successor,1
eksploitasi sumber daya,kolonialisme,peer,1
eksploitasi sumber daya,dinamika kekuatan global,peer,1
q_4f0475c1c9,menerapkan,requires_method,1
konsep kolonialisme,kolonialisme,prerequisite,1
konsep kolonialisme,dinamika kekuatan global,prerequisite,1
konsep kolonialisme,eksploitasi sumber daya,prerequisite,1
konsep kolonialisme,faktor pendorong kolonialisme,prerequisite,1
konsep kolonialisme,peran rempah-rempah,prerequisite,1
konsep kolonialisme,skenario alternatif sejarah,prerequisite,1
pemahaman hubungan sebab akibat sejarah,kolonialisme,prerequisite,1
pemahaman hubungan sebab akibat sejarah,dinamika kekuatan global,prerequisite,1
pemahaman hubungan sebab akibat sejarah,eksploitasi sumber daya,prerequisite,1
taktik militer,q_effc4beb8a,has_question,1
taktik militer,strategi perang gerilya,successor,1
taktik militer,perang kemerdekaan,peer,1
perang kemerdekaan,q_effc4beb8a,has_question,1
perang kemerdekaan,strategi perang gerilya,successor,1
perang kemerdekaan,taktik militer,peer,1
q_effc4beb8a,menerapkan taktik,requires_method,1
konsep dasar peperangan,taktik militer,prerequisite,1
konsep dasar peperangan,perang kemerdekaan,prerequisite,1
pengembangan sosial,perencanaan aksi harmoni sosial,has_subtopic,1
pengembangan sosial,perencanaan aksi sosial terstruktur,has_subtopic,1
perencanaan aksi harmoni sosial,perencanaan aksi terstruktur,has_concept,1
perencanaan aksi harmoni sosial,kampanye anti-perundungan,has_concept,1
perencanaan aksi harmoni sosial,monitoring dan evaluasi,has_concept,1
perencanaan aksi terstruktur,q_ecbb135a5a,has_question,1
perencanaan aksi terstruktur,pelaksanaan aksi,successor,1
perencanaan aksi terstruktur,kampanye anti-perundungan,peer,1
perencanaan aksi terstruktur,monitoring dan evaluasi,peer,2
perencanaan aksi terstruktur,q_229dede19e,has_question,1
perencanaan aksi terstruktur,implementasi aksi sosial,successor,1
perencanaan aksi terstruktur,harmoni sosial,peer,1
perencanaan aksi terstruktur,analisis swot,peer,1
perencanaan aksi terstruktur,kelemahan analisis,peer,1
kampanye anti-perundungan,q_ecbb135a5a,has_question,1
kampanye anti-perundungan,pelaksanaan aksi,successor,1
kampanye anti-perundungan,perencanaan aksi terstruktur,peer,1
kampanye anti-perundungan,monitoring dan evaluasi,peer,1
kampanye anti-perundungan,q_bd4b2fb310,has_question,1
kampanye anti-perundungan,evaluasi dampak program pemberdayaan,successor,1
kampanye anti-perundungan,pemberdayaan komunitas,peer,1
kampanye anti-perundungan,aksi sosial,peer,1
kampanye anti-perundungan,seni budaya,peer,1
monitoring dan evaluasi,q_ecbb135a5a,has_question,1
monitoring dan evaluasi,pelaksanaan aksi,successor,1
monitoring dan evaluasi,perencanaan aksi terstruktur,peer,1
monitoring dan evaluasi,kampanye anti-perundungan,peer,1
q_ecbb135a5a,menerapkan,requires_method,1
pengukuran kemiskinan di indonesia,garis kemiskinan bps,has_concept,1
pengukuran kemiskinan di indonesia,pengeluaran bulanan,has_concept,1
pengukuran kemiskinan di indonesia,kriteria kemiskinan,has_concept,1
garis kemiskinan bps,q_4e3c3fe7cb,has_question,1
garis kemiskinan bps,analisis dampak kebijakan pengentasan kemiskinan,successor,1
garis kemiskinan bps,pengeluaran bulanan,peer,1
garis kemiskinan bps,kriteria kemiskinan,peer,1
pengeluaran bulanan,q_4e3c3fe7cb,has_question,1
pengeluaran bulanan,analisis dampak kebijakan pengentasan kemiskinan,successor,1
pengeluaran bulanan,garis kemiskinan bps,peer,1
pengeluaran bulanan,kriteria kemiskinan,peer,1
kriteria kemiskinan,q_4e3c3fe7cb,has_question,1
kriteria kemiskinan,analisis dampak kebijakan pengentasan kemiskinan,successor,1
kriteria kemiskinan,garis kemiskinan bps,peer,1
kriteria kemiskinan,pengeluaran bulanan,peer,1
q_4e3c3fe7cb,menerapkan rumus/standar,requires_method,1
definisi garis kemiskinan,garis kemiskinan bps,prerequisite,1
definisi garis kemiskinan,pengeluaran bulanan,prerequisite,1
definisi garis kemiskinan,kriteria kemiskinan,prerequisite,1
peran rakyat dalam perang kemerdekaan,peran sosial dalam revolusi,has_concept,1
peran rakyat dalam perang kemerdekaan,dukungan logistik militer,has_concept,1
peran rakyat dalam perang kemerdekaan,peran perempuan dalam perjuangan,has_concept,1
peran sosial dalam revolusi,q_723f5f5419,has_question,1
peran sosial dalam revolusi,analisis dampak sosial revolusi,successor,1
peran sosial dalam revolusi,dukungan logistik militer,peer,1
peran sosial dalam revolusi,peran perempuan dalam perjuangan,peer,1
dukungan logistik militer,q_723f5f5419,has_question,1
dukungan logistik militer,analisis dampak sosial revolusi,successor,1
dukungan logistik militer,peran sosial dalam revolusi,peer,1
dukungan logistik militer,peran perempuan dalam perjuangan,peer,1
peran perempuan dalam perjuangan,q_723f5f5419,has_question,1
peran perempuan dalam perjuangan,analisis dampak sosial revolusi,successor,1
peran perempuan dalam perjuangan,peran sosial dalam revolusi,peer,1
peran perempuan dalam perjuangan,dukungan logistik militer,peer,1
q_723f5f5419,menerapkan konteks,requires_method,1
pemahaman tentang revolusi nasional,peran sosial dalam revolusi,prerequisite,1
pemahaman tentang revolusi nasional,dukungan logistik militer,prerequisite,1
pemahaman tentang revolusi nasional,peran perempuan dalam perjuangan,prerequisite,1
konservasi sumber daya,jenis kawasan suaka alam,has_subtopic,1
konservasi sumber daya,tujuan dan penerapan konservasi,has_subtopic,1
konservasi sumber daya,jenis kawasan hutan konservasi,has_subtopic,1
jenis kawasan suaka alam,cagar alam,has_concept,1
jenis kawasan suaka alam,suaka margasatwa,has_concept,1
jenis kawasan suaka alam,keunikan spesies,has_concept,1
jenis kawasan suaka alam,perlindungan satwa,has_concept,1
cagar alam,q_f42c052a45,has_question,1
cagar alam,manajemen kawasan konservasi,successor,1
cagar alam,suaka margasatwa,peer,1
cagar alam,keunikan spesies,peer,1
cagar alam,perlindungan satwa,peer,1
cagar alam,q_eb24dbd9a7,has_question,1
cagar alam,perbandingan jenis kawasan lindung,successor,1
cagar alam,konservasi in situ,peer,1
cagar alam,taman nasional,peer,1
cagar alam,fungsi kawasan lindung,peer,1
suaka margasatwa,q_f42c052a45,has_question,1
suaka margasatwa,manajemen kawasan konservasi,successor,1
suaka margasatwa,cagar alam,peer,1
suaka margasatwa,keunikan spesies,peer,1
suaka margasatwa,perlindungan satwa,peer,1
keunikan spesies,q_f42c052a45,has_question,1
keunikan spesies,manajemen kawasan konservasi,successor,1
keunikan spesies,cagar alam,peer,1
keunikan spesies,suaka margasatwa,peer,1
keunikan spesies,perlindungan satwa,peer,1
perlindungan satwa,q_f42c052a45,has_question,1
perlindungan satwa,manajemen kawasan konservasi,successor,1
perlindungan satwa,cagar alam,peer,1
perlindungan satwa,suaka margasatwa,peer,1
perlindungan satwa,keunikan spesies,peer,1
q_f42c052a45,menerapkan,requires_method,1
pengertian kawasan konservasi,cagar alam,prerequisite,1
pengertian kawasan konservasi,suaka margasatwa,prerequisite,1
pengertian kawasan konservasi,keunikan spesies,prerequisite,1
pengertian kawasan konservasi,perlindungan satwa,prerequisite,1
pengembangan wilayah perkotaan dan desa,tren demografi perkotaan,has_concept,1
pengembangan wilayah perkotaan dan desa,perencanaan kota,has_concept,1
pengembangan wilayah perkotaan dan desa,penyediaan fasilitas urban,has_concept,1
tren demografi perkotaan,q_31369712ad,has_question,1
tren demografi perkotaan,manajemen infrastruktur kota,successor,1
tren demografi perkotaan,perencanaan kota,peer,1
tren demografi perkotaan,penyediaan fasilitas urban,peer,1
perencanaan kota,q_31369712ad,has_question,1
perencanaan kota,manajemen infrastruktur kota,successor,1
perencanaan kota,tren demografi perkotaan,peer,1
perencanaan kota,penyediaan fasilitas urban,peer,1
perencanaan kota,pemanfaatan data sensus penduduk,has_subtopic,1
penyediaan fasilitas urban,q_31369712ad,has_question,1
penyediaan fasilitas urban,manajemen infrastruktur kota,successor,1
penyediaan fasilitas urban,tren demografi perkotaan,peer,1
penyediaan fasilitas urban,perencanaan kota,peer,1
q_31369712ad,menerapkan,requires_method,1
perbedaan wilayah perkotaan dan desa,tren demografi perkotaan,prerequisite,1
perbedaan wilayah perkotaan dan desa,perencanaan kota,prerequisite,1
perbedaan wilayah perkotaan dan desa,penyediaan fasilitas urban,prerequisite,1
analisis tren populasi,tren demografi perkotaan,prerequisite,1
analisis tren populasi,perencanaan kota,prerequisite,1
analisis tren populasi,penyediaan fasilitas urban,prerequisite,1
metode pengumpulan sumber sejarah,sumber sejarah,has_concept,1
metode pengumpulan sumber sejarah,pandemi covid-19,has_concept,1
metode pengumpulan sumber sejarah,metode historiografi,has_concept,1
pandemi covid-19,q_c09fbc9ca6,has_question,1
pandemi covid-19,analisis kredibilitas sumber sejarah,successor,1
pandemi covid-19,sumber sejarah,peer,1
pandemi covid-19,metode historiografi,peer,1
metode historiografi,q_c09fbc9ca6,has_question,1
metode historiografi,analisis kredibilitas sumber sejarah,successor,1
metode historiografi,sumber sejarah,peer,1
metode historiografi,pandemi covid-19,peer,1
q_c09fbc9ca6,menerapkan konsep sumber sejarah pada kasus kontemporer,requires_method,1
jenis-jenis sumber sejarah,sumber sejarah,prerequisite,1
jenis-jenis sumber sejarah,pandemi covid-19,prerequisite,1
jenis-jenis sumber sejarah,metode historiografi,prerequisite,1
sejarah dan budaya,tokoh perlawanan lokal indonesia,has_subtopic,1
sejarah dan budaya,interkoneksi global nusantara,has_subtopic,1
tokoh perlawanan lokal indonesia,sultan nuku,has_concept,1
tokoh perlawanan lokal indonesia,perlawanan lokal,has_concept,1
tokoh perlawanan lokal indonesia,hubungan antar tokoh daerah,has_concept,1
hubungan antar tokoh daerah,q_422863841e,has_question,1
hubungan antar tokoh daerah,analisis perbandingan strategi kepemimpinan,successor,1
hubungan antar tokoh daerah,sultan nuku,peer,1
hubungan antar tokoh daerah,perlawanan lokal,peer,1
q_422863841e,menerapkan strategi diplomasi,requires_method,1
